# This text file represents an airfoil's polar(s) (coefficients) that can be imported into Ashes.
# One or more polars can be imported. Each polar is given for a particular Reynolds number (Re).
# Thus, polars for more than one Reynolds numbers can be given in this file.

# Formatting rules (conventions): 
#  - the keyword 'Airfoil name' must be found in the file and the airfoil name must be given 
# on the line immediately after the line with (only) the keyword (except for comment lines).
#  - the airfoil database cannot already have an airfoil with this name (the comparison is made not considering case nor whitespace).
#  - if the name is already found in the airfoil database, an error message will be given and the file is not imported.
#  - the keyword 'Re and corresponding polar' must preceed each Reynolds number and corresponding polar data set.
#  - the first (non-comment) line after the keyword must contain only the Reynolds number.
#  - each preceding line must contain (and in this order) the angle of attack (AoA) in degrees, the lift coefficient,
# the drag coefficient, and finally the moment coefficient.
#  - the moment coefficient is referenced to the quarter chord point (as per convention).
#  - the angle of attack (AoA) must be strictly increasing.
#  - the coefficients cannot be negative and must be smaller than 5 (in order to catch typos).
#  - blank lines between the keyword and the data is NOT allowed nor are blank lines within the 'block of data.
#  - a polar for a Reynolds number can only be given once.
#  - if the Reynolds number corresponding to a polar is unknown, 0 or a negative number is given.
#  - if there is a polar with an unknown Reynolds number, then there can be no other polar in the file.

Airfoil name
NREL's S808 Airfoil

Re and corresponding polar
# Reynolds number (-)
1.000E+03
# Corresponding polar
# AoA 	Cl 	Cd 	Cm
# (deg) 	(-) 	(-) 	(-)
   -11.00 	  -0.344 	  0.1159 	 -0.0303
   -10.80 	  -0.342 	  0.1142 	 -0.0301
   -10.60 	  -0.347 	  0.1121 	 -0.0302
   -10.40 	  -0.359 	  0.1097 	 -0.0305
   -10.20 	  -0.342 	  0.1088 	 -0.0296
   -10.00 	  -0.331 	  0.1077 	 -0.0289
    -9.80 	  -0.325 	  0.1064 	 -0.0284
    -9.60 	  -0.323 	  0.1048 	 -0.0280
    -9.40 	  -0.326 	  0.1030 	 -0.0277
    -9.20 	  -0.345 	  0.1003 	 -0.0277
    -9.00 	  -0.340 	  0.0990 	 -0.0270
    -8.80 	  -0.328 	  0.0980 	 -0.0260
    -8.60 	  -0.321 	  0.0969 	 -0.0251
    -8.40 	  -0.317 	  0.0956 	 -0.0243
    -8.20 	  -0.315 	  0.0943 	 -0.0234
    -8.00 	  -0.319 	  0.0928 	 -0.0225
    -7.80 	  -0.329 	  0.0909 	 -0.0216
    -7.60 	  -0.353 	  0.0882 	 -0.0209
    -7.40 	  -0.359 	  0.0866 	 -0.0196
    -7.20 	  -0.351 	  0.0861 	 -0.0180
    -7.00 	  -0.346 	  0.0855 	 -0.0163
    -6.80 	  -0.347 	  0.0848 	 -0.0144
    -6.60 	  -0.352 	  0.0840 	 -0.0124
    -6.40 	  -0.348 	  0.0825 	 -0.0131
    -6.20 	  -0.333 	  0.0797 	 -0.0176
    -6.00 	  -0.354 	  0.0742 	 -0.0234
    -5.80 	  -0.320 	  0.0736 	 -0.0253
    -5.60 	  -0.288 	  0.0728 	 -0.0275
    -5.40 	  -0.262 	  0.0716 	 -0.0298
    -5.20 	  -0.247 	  0.0700 	 -0.0314
    -5.00 	  -0.239 	  0.0678 	 -0.0332
    -4.80 	  -0.248 	  0.0646 	 -0.0350
    -4.60 	  -0.255 	  0.0604 	 -0.0387
    -4.40 	  -0.232 	  0.0599 	 -0.0389
    -4.20 	  -0.206 	  0.0590 	 -0.0403
    -4.00 	  -0.187 	  0.0575 	 -0.0418
    -3.80 	  -0.183 	  0.0546 	 -0.0441
    -3.60 	  -0.190 	  0.0486 	 -0.0504
    -3.40 	  -0.168 	  0.0485 	 -0.0499
    -3.20 	  -0.133 	  0.0480 	 -0.0518
    -3.00 	  -0.116 	  0.0470 	 -0.0522
    -2.80 	  -0.097 	  0.0446 	 -0.0555
    -2.60 	  -0.092 	  0.0415 	 -0.0586
    -2.40 	  -0.060 	  0.0411 	 -0.0596
    -2.20 	  -0.039 	  0.0409 	 -0.0593
    -2.00 	  -0.010 	  0.0403 	 -0.0605
    -1.80 	   0.008 	  0.0394 	 -0.0613
    -1.60 	   0.031 	  0.0371 	 -0.0653
    -1.40 	   0.052 	  0.0370 	 -0.0647
    -1.20 	   0.078 	  0.0367 	 -0.0651
    -1.00 	   0.099 	  0.0364 	 -0.0650
    -0.80 	   0.123 	  0.0359 	 -0.0658
    -0.60 	   0.146 	  0.0349 	 -0.0677
    -0.40 	   0.169 	  0.0345 	 -0.0683
    -0.20 	   0.191 	  0.0344 	 -0.0679
    -0.00 	   0.211 	  0.0343 	 -0.0676
     0.20 	   0.235 	  0.0339 	 -0.0682
     0.40 	   0.256 	  0.0335 	 -0.0689
     0.60 	   0.284 	  0.0330 	 -0.0704
     0.80 	   0.299 	  0.0331 	 -0.0691
     1.00 	   0.325 	  0.0330 	 -0.0694
     1.20 	   0.341 	  0.0329 	 -0.0688
     1.40 	   0.368 	  0.0325 	 -0.0702
     1.60 	   0.388 	  0.0324 	 -0.0702
     1.80 	   0.407 	  0.0325 	 -0.0695
     2.00 	   0.430 	  0.0325 	 -0.0694
     2.20 	   0.448 	  0.0325 	 -0.0691
     2.40 	   0.477 	  0.0322 	 -0.0709
     2.60 	   0.491 	  0.0324 	 -0.0694
     2.80 	   0.512 	  0.0325 	 -0.0689
     3.00 	   0.533 	  0.0325 	 -0.0689
     3.20 	   0.552 	  0.0326 	 -0.0689
     3.40 	   0.577 	  0.0326 	 -0.0691
     3.60 	   0.591 	  0.0329 	 -0.0678
     3.80 	   0.610 	  0.0330 	 -0.0674
     4.00 	   0.638 	  0.0329 	 -0.0685
     4.20 	   0.650 	  0.0333 	 -0.0672
     4.40 	   0.670 	  0.0334 	 -0.0667
     4.60 	   0.691 	  0.0336 	 -0.0664
     4.80 	   0.708 	  0.0339 	 -0.0663
     5.00 	   0.729 	  0.0340 	 -0.0657
     5.20 	   0.745 	  0.0344 	 -0.0648
     5.40 	   0.762 	  0.0348 	 -0.0645
     5.60 	   0.786 	  0.0348 	 -0.0644
     5.80 	   0.798 	  0.0353 	 -0.0631
     6.00 	   0.814 	  0.0357 	 -0.0625
     6.20 	   0.838 	  0.0358 	 -0.0625
     6.40 	   0.848 	  0.0364 	 -0.0611
     6.60 	   0.863 	  0.0369 	 -0.0604
     6.80 	   0.885 	  0.0370 	 -0.0600
     7.00 	   0.896 	  0.0377 	 -0.0588
     7.20 	   0.907 	  0.0384 	 -0.0577
     7.40 	   0.926 	  0.0386 	 -0.0569
     7.60 	   0.944 	  0.0390 	 -0.0565
     7.80 	   0.945 	  0.0400 	 -0.0541
     8.00 	   0.961 	  0.0404 	 -0.0533
     8.20 	   0.989 	  0.0403 	 -0.0536
     8.40 	   0.978 	  0.0418 	 -0.0502
     8.60 	   0.983 	  0.0426 	 -0.0484
     8.80 	   1.004 	  0.0427 	 -0.0480
     9.00 	   1.013 	  0.0434 	 -0.0464
     9.20 	   0.998 	  0.0454 	 -0.0433
     9.40 	   1.004 	  0.0462 	 -0.0417
     9.60 	   1.032 	  0.0459 	 -0.0415
     9.80 	   1.019 	  0.0479 	 -0.0390
    10.00 	   0.991 	  0.0510 	 -0.0363

Re and corresponding polar
# Reynolds number (-)
1.000E+05
# Corresponding polar
# AoA 	Cl 	Cd 	Cm
# (deg) 	(-) 	(-) 	(-)
   -20.00 	  -0.662 	  0.1681 	 -0.0231
   -19.80 	  -0.646 	  0.1687 	 -0.0229
   -19.60 	  -0.634 	  0.1686 	 -0.0230
   -19.50 	  -0.631 	  0.1678 	 -0.0234
   -19.20 	  -0.631 	  0.1634 	 -0.0254
   -19.00 	  -0.618 	  0.1632 	 -0.0255
   -18.80 	  -0.630 	  0.1577 	 -0.0280
   -18.60 	  -0.615 	  0.1582 	 -0.0277
   -18.40 	  -0.603 	  0.1578 	 -0.0277
   -18.20 	  -0.616 	  0.1523 	 -0.0302
   -18.00 	  -0.601 	  0.1526 	 -0.0298
   -17.80 	  -0.589 	  0.1523 	 -0.0298
   -17.60 	  -0.603 	  0.1466 	 -0.0324
   -17.40 	  -0.588 	  0.1469 	 -0.0319
   -17.20 	  -0.575 	  0.1467 	 -0.0317
   -17.00 	  -0.568 	  0.1453 	 -0.0321
   -16.80 	  -0.577 	  0.1409 	 -0.0339
   -16.60 	  -0.563 	  0.1409 	 -0.0335
   -16.40 	  -0.553 	  0.1402 	 -0.0335
   -16.20 	  -0.568 	  0.1349 	 -0.0358
   -16.00 	  -0.553 	  0.1350 	 -0.0353
   -15.80 	  -0.541 	  0.1346 	 -0.0350
   -15.60 	  -0.535 	  0.1330 	 -0.0353
   -15.40 	  -0.545 	  0.1288 	 -0.0370
   -15.20 	  -0.532 	  0.1286 	 -0.0365
   -15.00 	  -0.521 	  0.1280 	 -0.0362
   -14.90 	  -0.518 	  0.1272 	 -0.0364
   -14.60 	  -0.525 	  0.1224 	 -0.0379
   -14.40 	  -0.512 	  0.1222 	 -0.0374
   -14.20 	  -0.503 	  0.1213 	 -0.0372
   -14.00 	  -0.524 	  0.1157 	 -0.0395
   -13.80 	  -0.509 	  0.1157 	 -0.0387
   -13.60 	  -0.496 	  0.1154 	 -0.0381
   -13.40 	  -0.486 	  0.1145 	 -0.0378
   -13.20 	  -0.513 	  0.1086 	 -0.0402
   -13.00 	  -0.497 	  0.1086 	 -0.0393
   -12.80 	  -0.484 	  0.1082 	 -0.0386
   -12.60 	  -0.473 	  0.1076 	 -0.0381
   -12.40 	  -0.468 	  0.1062 	 -0.0379
   -12.20 	  -0.493 	  0.1006 	 -0.0399
   -12.00 	  -0.479 	  0.1005 	 -0.0391
   -11.80 	  -0.466 	  0.1001 	 -0.0383
   -11.60 	  -0.456 	  0.0994 	 -0.0377
   -11.40 	  -0.452 	  0.0979 	 -0.0374
   -11.20 	  -0.484 	  0.0918 	 -0.0394
   -11.00 	  -0.470 	  0.0916 	 -0.0384
   -10.80 	  -0.458 	  0.0913 	 -0.0375
   -10.60 	  -0.449 	  0.0906 	 -0.0367
   -10.40 	  -0.443 	  0.0893 	 -0.0362
   -10.20 	  -0.450 	  0.0868 	 -0.0362
   -10.00 	  -0.479 	  0.0816 	 -0.0373
    -9.80 	  -0.467 	  0.0813 	 -0.0362
    -9.60 	  -0.458 	  0.0807 	 -0.0352
    -9.40 	  -0.451 	  0.0799 	 -0.0342
    -9.20 	  -0.448 	  0.0787 	 -0.0333
    -8.60 	  -0.647 	  0.0554 	 -0.0341
    -8.40 	  -0.621 	  0.0570 	 -0.0320
    -8.20 	  -0.581 	  0.0588 	 -0.0320
    -8.00 	  -0.529 	  0.0614 	 -0.0320
    -7.80 	  -0.545 	  0.0547 	 -0.0385
    -7.60 	  -0.517 	  0.0542 	 -0.0404
    -7.40 	  -0.625 	  0.0354 	 -0.0571
    -7.20 	  -0.603 	  0.0348 	 -0.0581
    -7.00 	  -0.580 	  0.0336 	 -0.0600
    -6.80 	  -0.566 	  0.0318 	 -0.0618
    -6.60 	  -0.545 	  0.0295 	 -0.0653
    -6.40 	  -0.523 	  0.0293 	 -0.0652
    -6.20 	  -0.494 	  0.0290 	 -0.0662
    -6.00 	  -0.469 	  0.0286 	 -0.0668
    -5.80 	  -0.444 	  0.0282 	 -0.0676
    -5.60 	  -0.412 	  0.0277 	 -0.0694
    -5.40 	  -0.392 	  0.0271 	 -0.0697
    -5.20 	  -0.360 	  0.0262 	 -0.0722
    -5.00 	  -0.336 	  0.0252 	 -0.0739
    -4.80 	  -0.303 	  0.0248 	 -0.0757
    -4.60 	  -0.275 	  0.0246 	 -0.0767
    -4.40 	  -0.243 	  0.0243 	 -0.0782
    -4.20 	  -0.214 	  0.0239 	 -0.0795
    -4.00 	  -0.183 	  0.0236 	 -0.0812
    -3.80 	  -0.155 	  0.0232 	 -0.0825
    -3.60 	  -0.124 	  0.0226 	 -0.0846
    -3.40 	  -0.099 	  0.0223 	 -0.0853
    -3.20 	  -0.071 	  0.0221 	 -0.0862
    -3.00 	  -0.046 	  0.0220 	 -0.0865
    -2.80 	  -0.021 	  0.0219 	 -0.0869
    -2.60 	   0.005 	  0.0217 	 -0.0876
    -2.40 	   0.028 	  0.0215 	 -0.0878
    -2.20 	   0.054 	  0.0213 	 -0.0887
    -2.00 	   0.076 	  0.0210 	 -0.0889
    -1.80 	   0.100 	  0.0210 	 -0.0889
    -1.60 	   0.121 	  0.0210 	 -0.0887
    -1.40 	   0.144 	  0.0209 	 -0.0887
    -1.20 	   0.166 	  0.0209 	 -0.0886
    -1.00 	   0.189 	  0.0208 	 -0.0888
    -0.80 	   0.211 	  0.0206 	 -0.0889
    -0.60 	   0.234 	  0.0205 	 -0.0891
    -0.40 	   0.255 	  0.0205 	 -0.0887
    -0.20 	   0.278 	  0.0206 	 -0.0885
    -0.00 	   0.299 	  0.0206 	 -0.0882
     0.20 	   0.321 	  0.0206 	 -0.0883
     0.40 	   0.343 	  0.0205 	 -0.0883
     0.60 	   0.365 	  0.0205 	 -0.0883
     0.80 	   0.386 	  0.0205 	 -0.0879
     1.00 	   0.407 	  0.0206 	 -0.0876
     1.20 	   0.429 	  0.0206 	 -0.0874
     1.40 	   0.450 	  0.0207 	 -0.0872
     1.60 	   0.473 	  0.0207 	 -0.0873
     1.80 	   0.494 	  0.0207 	 -0.0870
     2.00 	   0.515 	  0.0208 	 -0.0866
     2.20 	   0.536 	  0.0209 	 -0.0864
     2.40 	   0.557 	  0.0209 	 -0.0861
     2.60 	   0.579 	  0.0210 	 -0.0860
     2.80 	   0.600 	  0.0211 	 -0.0858
     3.00 	   0.620 	  0.0212 	 -0.0853
     3.20 	   0.641 	  0.0213 	 -0.0849
     3.40 	   0.662 	  0.0214 	 -0.0846
     3.60 	   0.683 	  0.0215 	 -0.0844
     3.80 	   0.704 	  0.0217 	 -0.0841
     4.00 	   0.723 	  0.0218 	 -0.0835
     4.20 	   0.743 	  0.0220 	 -0.0831
     4.40 	   0.764 	  0.0221 	 -0.0829
     4.60 	   0.784 	  0.0223 	 -0.0824
     4.80 	   0.803 	  0.0225 	 -0.0818
     4.90 	   0.813 	  0.0226 	 -0.0816
     5.20 	   0.842 	  0.0228 	 -0.0809
     5.40 	   0.861 	  0.0230 	 -0.0803
     5.60 	   0.881 	  0.0232 	 -0.0797
     5.80 	   0.899 	  0.0235 	 -0.0791
     6.00 	   0.918 	  0.0237 	 -0.0786
     6.20 	   0.937 	  0.0239 	 -0.0779
     6.40 	   0.955 	  0.0242 	 -0.0771
     6.60 	   0.973 	  0.0244 	 -0.0765
     6.80 	   0.991 	  0.0247 	 -0.0758
     7.00 	   1.008 	  0.0250 	 -0.0750
     7.20 	   1.025 	  0.0253 	 -0.0741
     7.40 	   1.042 	  0.0256 	 -0.0733
     7.60 	   1.059 	  0.0259 	 -0.0725
     7.80 	   1.075 	  0.0262 	 -0.0715
     8.00 	   1.090 	  0.0265 	 -0.0704
     8.20 	   1.105 	  0.0268 	 -0.0694
     8.40 	   1.121 	  0.0272 	 -0.0684
     8.60 	   1.133 	  0.0276 	 -0.0669
     8.80 	   1.146 	  0.0280 	 -0.0655
     9.00 	   1.160 	  0.0283 	 -0.0643
     9.20 	   1.171 	  0.0288 	 -0.0627
     9.40 	   1.183 	  0.0293 	 -0.0612
     9.60 	   1.194 	  0.0297 	 -0.0597
     9.80 	   1.207 	  0.0301 	 -0.0585
    10.00 	   1.216 	  0.0307 	 -0.0568
    10.20 	   1.225 	  0.0313 	 -0.0552
    10.40 	   1.235 	  0.0318 	 -0.0536
    10.60 	   1.246 	  0.0323 	 -0.0523
    10.80 	   1.253 	  0.0331 	 -0.0506
    11.00 	   1.259 	  0.0338 	 -0.0488
    11.20 	   1.265 	  0.0344 	 -0.0471
    11.40 	   1.273 	  0.0350 	 -0.0454
    11.50 	   1.277 	  0.0353 	 -0.0446
    11.80 	   1.276 	  0.0366 	 -0.0410
    12.00 	   1.272 	  0.0372 	 -0.0380
    12.20 	   1.280 	  0.0382 	 -0.0374
    12.40 	   1.292 	  0.0391 	 -0.0370
    12.60 	   1.293 	  0.0406 	 -0.0363
    12.80 	   1.296 	  0.0421 	 -0.0356
    13.00 	   1.301 	  0.0435 	 -0.0351
    13.20 	   1.308 	  0.0447 	 -0.0347
    13.40 	   1.312 	  0.0463 	 -0.0344
    13.60 	   1.310 	  0.0484 	 -0.0341
    13.80 	   1.310 	  0.0503 	 -0.0339
    14.00 	   1.313 	  0.0521 	 -0.0338
    14.20 	   1.322 	  0.0533 	 -0.0336
    14.40 	   1.316 	  0.0561 	 -0.0338
    14.60 	   1.310 	  0.0589 	 -0.0342
    14.80 	   1.308 	  0.0615 	 -0.0346

Re and corresponding polar
# Reynolds number (-)
1.500E+05
# Corresponding polar
# AoA 	Cl 	Cd 	Cm
# (deg) 	(-) 	(-) 	(-)
   -20.00 	  -0.768 	  0.1468 	 -0.0320
   -19.80 	  -0.753 	  0.1468 	 -0.0319
   -19.60 	  -0.752 	  0.1443 	 -0.0330
   -19.40 	  -0.750 	  0.1421 	 -0.0339
   -19.20 	  -0.736 	  0.1420 	 -0.0338
   -19.00 	  -0.747 	  0.1373 	 -0.0359
   -18.80 	  -0.730 	  0.1379 	 -0.0355
   -18.60 	  -0.715 	  0.1378 	 -0.0353
   -18.40 	  -0.729 	  0.1328 	 -0.0375
   -18.20 	  -0.709 	  0.1337 	 -0.0369
   -18.00 	  -0.692 	  0.1341 	 -0.0366
   -17.80 	  -0.709 	  0.1286 	 -0.0389
   -17.60 	  -0.689 	  0.1294 	 -0.0382
   -17.40 	  -0.672 	  0.1299 	 -0.0378
   -17.20 	  -0.659 	  0.1295 	 -0.0377
   -17.00 	  -0.675 	  0.1243 	 -0.0398
   -16.80 	  -0.658 	  0.1246 	 -0.0393
   -16.60 	  -0.644 	  0.1246 	 -0.0391
   -16.40 	  -0.634 	  0.1239 	 -0.0391
   -16.20 	  -0.650 	  0.1186 	 -0.0411
   -16.00 	  -0.635 	  0.1187 	 -0.0406
   -15.80 	  -0.621 	  0.1186 	 -0.0403
   -15.60 	  -0.613 	  0.1176 	 -0.0403
   -15.40 	  -0.630 	  0.1123 	 -0.0423
   -15.20 	  -0.615 	  0.1124 	 -0.0418
   -15.00 	  -0.602 	  0.1121 	 -0.0414
   -14.80 	  -0.594 	  0.1111 	 -0.0414
   -14.60 	  -0.613 	  0.1056 	 -0.0434
   -14.40 	  -0.599 	  0.1057 	 -0.0428
   -14.20 	  -0.586 	  0.1055 	 -0.0423
   -14.00 	  -0.578 	  0.1045 	 -0.0421
   -13.80 	  -0.602 	  0.0985 	 -0.0443
   -13.60 	  -0.588 	  0.0985 	 -0.0436
   -13.40 	  -0.575 	  0.0983 	 -0.0430
   -13.20 	  -0.565 	  0.0975 	 -0.0426
   -13.00 	  -0.599 	  0.0905 	 -0.0452
   -12.80 	  -0.585 	  0.0905 	 -0.0444
   -12.60 	  -0.572 	  0.0903 	 -0.0437
   -12.40 	  -0.561 	  0.0898 	 -0.0431
   -12.20 	  -0.555 	  0.0887 	 -0.0427
   -12.00 	  -0.595 	  0.0813 	 -0.0452
   -11.80 	  -0.581 	  0.0811 	 -0.0443
   -11.60 	  -0.570 	  0.0808 	 -0.0435
   -11.40 	  -0.561 	  0.0801 	 -0.0428
   -11.20 	  -0.559 	  0.0786 	 -0.0425
   -11.00 	  -0.613 	  0.0701 	 -0.0447
   -10.80 	  -0.602 	  0.0698 	 -0.0437
   -10.60 	  -0.593 	  0.0693 	 -0.0428
   -10.40 	  -0.595 	  0.0676 	 -0.0423
   -10.20 	  -0.976 	  0.0307 	 -0.0513
   -10.00 	  -0.946 	  0.0304 	 -0.0533
    -9.80 	  -0.922 	  0.0299 	 -0.0547
    -9.60 	  -0.897 	  0.0291 	 -0.0568
    -9.40 	  -0.870 	  0.0282 	 -0.0594
    -9.20 	  -0.849 	  0.0272 	 -0.0609
    -9.00 	  -0.826 	  0.0262 	 -0.0631
    -8.80 	  -0.795 	  0.0259 	 -0.0647
    -8.60 	  -0.771 	  0.0256 	 -0.0652
    -8.40 	  -0.746 	  0.0253 	 -0.0661
    -8.20 	  -0.716 	  0.0249 	 -0.0678
    -8.00 	  -0.694 	  0.0245 	 -0.0682
    -7.80 	  -0.669 	  0.0241 	 -0.0692
    -7.60 	  -0.639 	  0.0236 	 -0.0711
    -7.40 	  -0.621 	  0.0230 	 -0.0710
    -7.20 	  -0.594 	  0.0224 	 -0.0726
    -7.00 	  -0.572 	  0.0219 	 -0.0729
    -6.80 	  -0.546 	  0.0216 	 -0.0736
    -6.60 	  -0.517 	  0.0213 	 -0.0748
    -6.40 	  -0.495 	  0.0210 	 -0.0746
    -6.20 	  -0.465 	  0.0206 	 -0.0762
    -6.00 	  -0.440 	  0.0203 	 -0.0768
    -5.80 	  -0.408 	  0.0199 	 -0.0787
    -5.60 	  -0.377 	  0.0196 	 -0.0805
    -5.40 	  -0.345 	  0.0192 	 -0.0826
    -5.20 	  -0.312 	  0.0188 	 -0.0847
    -5.00 	  -0.280 	  0.0186 	 -0.0863
    -4.80 	  -0.248 	  0.0184 	 -0.0880
    -4.60 	  -0.216 	  0.0181 	 -0.0898
    -4.40 	  -0.188 	  0.0180 	 -0.0908
    -4.20 	  -0.160 	  0.0178 	 -0.0919
    -4.00 	  -0.133 	  0.0176 	 -0.0928
    -3.80 	  -0.109 	  0.0174 	 -0.0933
    -3.60 	  -0.084 	  0.0173 	 -0.0938
    -3.40 	  -0.060 	  0.0172 	 -0.0939
    -3.20 	  -0.038 	  0.0171 	 -0.0939
    -3.00 	  -0.014 	  0.0171 	 -0.0940
    -2.80 	   0.008 	  0.0170 	 -0.0939
    -2.60 	   0.030 	  0.0170 	 -0.0939
    -2.40 	   0.053 	  0.0169 	 -0.0939
    -2.20 	   0.075 	  0.0168 	 -0.0939
    -2.00 	   0.097 	  0.0168 	 -0.0939
    -1.80 	   0.119 	  0.0167 	 -0.0936
    -1.60 	   0.141 	  0.0167 	 -0.0935
    -1.40 	   0.163 	  0.0167 	 -0.0933
    -1.20 	   0.185 	  0.0167 	 -0.0932
    -1.00 	   0.207 	  0.0167 	 -0.0931
    -0.80 	   0.229 	  0.0167 	 -0.0930
    -0.60 	   0.251 	  0.0167 	 -0.0930
    -0.40 	   0.273 	  0.0167 	 -0.0927
    -0.20 	   0.294 	  0.0167 	 -0.0925
    -0.00 	   0.316 	  0.0167 	 -0.0923
     0.20 	   0.338 	  0.0168 	 -0.0921
     0.40 	   0.360 	  0.0168 	 -0.0920
     0.60 	   0.382 	  0.0168 	 -0.0919
     0.80 	   0.404 	  0.0168 	 -0.0917
     1.00 	   0.425 	  0.0169 	 -0.0915
     1.20 	   0.447 	  0.0169 	 -0.0912
     1.40 	   0.468 	  0.0170 	 -0.0910
     1.60 	   0.490 	  0.0170 	 -0.0909
     1.80 	   0.512 	  0.0171 	 -0.0907
     2.00 	   0.533 	  0.0172 	 -0.0905
     2.20 	   0.554 	  0.0173 	 -0.0901
     2.40 	   0.575 	  0.0174 	 -0.0899
     2.60 	   0.597 	  0.0174 	 -0.0896
     2.80 	   0.618 	  0.0175 	 -0.0894
     3.00 	   0.639 	  0.0176 	 -0.0891
     3.20 	   0.660 	  0.0177 	 -0.0888
     3.40 	   0.680 	  0.0179 	 -0.0884
     3.60 	   0.702 	  0.0180 	 -0.0881
     3.80 	   0.723 	  0.0181 	 -0.0878
     4.00 	   0.743 	  0.0182 	 -0.0874
     4.20 	   0.763 	  0.0184 	 -0.0870
     4.40 	   0.784 	  0.0185 	 -0.0866
     4.60 	   0.804 	  0.0187 	 -0.0861
     4.80 	   0.824 	  0.0188 	 -0.0858
     5.00 	   0.844 	  0.0190 	 -0.0853
     5.20 	   0.863 	  0.0192 	 -0.0847
     5.40 	   0.883 	  0.0193 	 -0.0842
     5.60 	   0.903 	  0.0195 	 -0.0838
     5.80 	   0.921 	  0.0197 	 -0.0831
     6.00 	   0.940 	  0.0199 	 -0.0825
     6.20 	   0.960 	  0.0201 	 -0.0819
     6.40 	   0.978 	  0.0203 	 -0.0813
     6.60 	   0.995 	  0.0206 	 -0.0804
     6.80 	   1.014 	  0.0208 	 -0.0797
     7.00 	   1.032 	  0.0210 	 -0.0790
     7.20 	   1.048 	  0.0213 	 -0.0780
     7.40 	   1.065 	  0.0215 	 -0.0771
     7.60 	   1.082 	  0.0218 	 -0.0762
     7.80 	   1.098 	  0.0221 	 -0.0751
     8.00 	   1.112 	  0.0224 	 -0.0738
     8.20 	   1.127 	  0.0226 	 -0.0727
     8.40 	   1.141 	  0.0229 	 -0.0714
     8.60 	   1.155 	  0.0233 	 -0.0700
     8.80 	   1.168 	  0.0237 	 -0.0687
     9.00 	   1.183 	  0.0240 	 -0.0675
     9.20 	   1.196 	  0.0244 	 -0.0662
     9.40 	   1.208 	  0.0248 	 -0.0648
     9.60 	   1.220 	  0.0252 	 -0.0634
     9.80 	   1.233 	  0.0257 	 -0.0622
    10.00 	   1.245 	  0.0261 	 -0.0608
    10.20 	   1.255 	  0.0266 	 -0.0593
    10.40 	   1.266 	  0.0272 	 -0.0579
    10.60 	   1.277 	  0.0277 	 -0.0566
    10.80 	   1.287 	  0.0283 	 -0.0552
    11.00 	   1.296 	  0.0289 	 -0.0537
    11.20 	   1.304 	  0.0296 	 -0.0522
    11.40 	   1.313 	  0.0303 	 -0.0509
    11.60 	   1.321 	  0.0310 	 -0.0495
    11.80 	   1.327 	  0.0318 	 -0.0480
    12.00 	   1.333 	  0.0327 	 -0.0465
    12.20 	   1.339 	  0.0335 	 -0.0451
    12.40 	   1.343 	  0.0343 	 -0.0433
    12.60 	   1.341 	  0.0351 	 -0.0408
    12.80 	   1.342 	  0.0360 	 -0.0392
    13.00 	   1.348 	  0.0373 	 -0.0386
    13.20 	   1.354 	  0.0386 	 -0.0381
    13.40 	   1.360 	  0.0400 	 -0.0376
    13.60 	   1.364 	  0.0415 	 -0.0372
    13.80 	   1.367 	  0.0431 	 -0.0368
    14.00 	   1.371 	  0.0447 	 -0.0365
    14.20 	   1.374 	  0.0464 	 -0.0364
    14.40 	   1.376 	  0.0483 	 -0.0363
    14.60 	   1.378 	  0.0503 	 -0.0363
    14.80 	   1.379 	  0.0523 	 -0.0363
    15.00 	   1.381 	  0.0544 	 -0.0365
    15.20 	   1.381 	  0.0567 	 -0.0368
    15.40 	   1.381 	  0.0591 	 -0.0372
    15.60 	   1.381 	  0.0615 	 -0.0376
    15.80 	   1.381 	  0.0639 	 -0.0381
    16.00 	   1.381 	  0.0665 	 -0.0387
    16.20 	   1.378 	  0.0694 	 -0.0395
    16.40 	   1.376 	  0.0725 	 -0.0405
    16.60 	   1.374 	  0.0754 	 -0.0414
    16.80 	   1.373 	  0.0781 	 -0.0423
    17.00 	   1.372 	  0.0810 	 -0.0433
    17.20 	   1.367 	  0.0848 	 -0.0448
    17.40 	   1.362 	  0.0884 	 -0.0463
    17.60 	   1.358 	  0.0919 	 -0.0478
    17.80 	   1.358 	  0.0948 	 -0.0490
    18.00 	   1.359 	  0.0976 	 -0.0501
    18.20 	   1.349 	  0.1022 	 -0.0524
    18.40 	   1.342 	  0.1065 	 -0.0545
    18.60 	   1.336 	  0.1105 	 -0.0565

Re and corresponding polar
# Reynolds number (-)
2.000E+05
# Corresponding polar
# AoA 	Cl 	Cd 	Cm
# (deg) 	(-) 	(-) 	(-)
   -20.00 	  -0.810 	  0.1394 	 -0.0348
   -19.80 	  -0.807 	  0.1375 	 -0.0357
   -19.60 	  -0.809 	  0.1346 	 -0.0369
   -19.40 	  -0.804 	  0.1328 	 -0.0376
   -19.20 	  -0.804 	  0.1303 	 -0.0386
   -19.00 	  -0.802 	  0.1281 	 -0.0394
   -18.80 	  -0.798 	  0.1263 	 -0.0401
   -18.60 	  -0.801 	  0.1234 	 -0.0412
   -18.40 	  -0.791 	  0.1225 	 -0.0413
   -18.20 	  -0.798 	  0.1190 	 -0.0427
